question,answer,id
where is the white toilet not being used,bathroom,299811
where are the cat and a stuffed cat sitting,chair,299933
where is the cat sticking its head,vase,22415
where does the frontier airplane sit,hangar,20727
where do two white dogs sit,car,319062
where does the small pizza sit,box,330451
where does the man in dress clothes adjust his tie,bedroom,307316
where does the woman with a satchel and umbrella stand,hallway,239365
where is the man laying,bed,276491
where are the mother and her grown daughter sitting and smiling for the camera,restaurant,9983
where does the bald man give,airport,268876
where do the pink teddy bear sitting,dryer,79559
where is the man preparing something,kitchen,506641
where does the large clock read the time of 9:45,room,150669
where are two men fixing their hair,mirror,406187
where are many bananas hanging from a ceiling,room,574153
where is the woman working,kitchen,391213
"where are broccoli , cauliflower , and carrots",container,389731
where are five young adults gathered,kitchen,557490
where is the boy reading a book,bed,220571
where is the kitten sitting,chair,74825
where is the baby bear roaming around,backyard,332562
where are the dozen doughnuts ready to be eaten,box,214067
"where did the man rid ,",boat,436717
where are people looking at fresh produce,store,27190
where does the man lay,bed,336735
where is the person sitting,chair,315383
where is the family playing and watching others play video games,room,104188
where is the man urinating,restroom,218956
where are three skate boarders preparing to ride,bowl,547089
where did an airplane park where it is on display,building,154068
where are the five people gathered together,room,223831
where is the young boy looking,mirror,505980
where is the boy practicing his baseball swing,cage,371143
where do purple flowers add embellishment to a table set with shakers and a fork,vase,294353
where is the watchdog sitting and going away,canoe,44814
where are several different donuts placed,bowl,253170
where did bikes and motorcycles line up,building,237550
where is the girl playing a video game,room,350701
where is the cat lying,sink,494891
where are two toilets covered with trash bags like they are broken,bathroom,485654
where is the woman letting a hawk go,glove,534954
where is the redheaded woman sitting,restaurant,392319
where is the vegetable pizza ready to go,oven,94791
where are the couple of pans cooking,oven,512892
where are these young skateboarders showing off their equipment,street,546473
where are many different donuts,box,425063
where are the big giraffe and a small giraffe,pen,270166
where are two people playing wii games,room,326570
where are two children sharing a chair,backyard,525450
where is the dog standing,garage,579865
where is the cat lounging,chair,24299
where is the cat observing its own visage,mirror,292993
where are two men using laptops,shop,477468
where did the tennis racket make,office,411857
where is the man making a face as he takes a picture with an iphone,mirror,218368
where is the man laying,bed,326414
where did couches and a wall mount television,room,565637
where is the cat sleeping,chair,183957
where is someone cooking broccoli and other vegetables,pan,283476
where is the train pulling up,station,77298
where is the dog sleeping next to a stuffed animal,cage,475663
where are,zoo,469137
where is the red train stopped,station,395614
where are the group of women gathered,room,2752
where does the baseball player swing,cage,234006
where are black leather sofas arranged,room,471834
where is the yellow and blue train sitting,station,21942
"where do apples , lemons , and oranges lie",sink,56364
where is the food entree with a salad served,dish,92288
where is the island near the dining room table with four chairs,kitchen,407808
where are some cows,painting,286521
where is the man while people watch him,cage,214852
where is the child holding an orange umbrella,shower,46674
where is the man taking a picture of himself,bathroom,516119
where is the large propeller plane parked,hangar,242405
where is the tan bed,bedroom,258495
where is the cat sitting,sink,72605
where is the woman lying,bed,282943
where is baseball players playing a game,stadium,413754
where are purple and yellow flowers with greenery,container,325799
where are the group of friends standing laughing,kitchen,74335
where is the black cat sitting,sink,54918
where did the bunch of hotdogs place to cook,pot,46298
where are some adults and children playing,pool,508008
where are fresh carrots sitting,basket,579447
where is the bench empty,garden,293252
where is the woman laying,bed,343570
where is the cat standing,kitchen,112553
where are the television and sofa sitting,room,86226
where did the red and white subway train stop,station,500945
where are the couple of cows walking,road,337682
where does the large freight train sit,station,11812
where is the woman sitting,chair,308936
where are people playing mario kart on a projector screen,classroom,410409
where are some friends hand shaking,stadium,122093
where is the colorful green bird flying around,cage,291770
where is the man eating a large hot dog,street,7104
where is the young man washing his hands,sink,40901
where are small flowers placed,bottle,359565
where did pizza baked in modern wood fire hearth,kitchen,278962
"where is the man kicking a soccer ball ,",stadium,562325
where is the parade on a city street pictured,photograph,109357
"where are the corn and other eatables , and a bottle and wine glass are near it",plate,257955
where is the woman brushing her hair standing,room,105877
where do the computer monitor,office,443575
where is the baseball player catching a ball,glove,262528
where is the man pointing a digital camera at himself,mirror,581396
where is the woman laying,bed,57810
"where are many chefs in tall , white hats preparing meals",kitchen,547475
where is two giraffe standing,zoo,219489
where are two girls looking as one of them takes a photo,mirror,111281
where does the wooden bench sit,garden,204424
where is the sink seen in this photo,restroom,503809
"where is one cat laying , and the other is standing",floor,509764
where are zebra 's walking around,cage,8320
where is the woman using her laptop,room,523964
where is an orange and white cat lying,sink,65457
where are two young men holding nintendo wii controllers,room,149938
where is the man holding plates of food,kitchen,104817
where are the group of cows shown,barn,357512
where do the cat isw getting comfortable,suitcase,64423
where does the person with a baseball bat stand,box,481178
where is the small cat sitting,bowl,324456
where is the white horse standing,barn,185166
where does the woman stand,airport,296978
where is the woman taking a picture of herself,mirror,362140
where are the couple of scooters parked,building,486595
where are three women washing dishes,kitchen,42725
where is a toilet and a painting,bathroom,377745
where do many large appliances await installation,room,390710
where are two women standing next to each other,room,160102
where do two people eat a meal,restaurant,17587
where are the boy and a woman seated,room,581637
where is the bed made with white linens,room,425179
where is the skate boarder doing tricks,pipe,440347
"where are two urinals on the floor , and a man is taking pictures",mirror,247858
where does the young make skateboarder do a trick,street,181612
where did some chocolate cover doughnuts,bag,450856
where is the man holding a cell phone,car,347700
where do donuts and a pastry sit,box,297175
where did the face of a woman in sunglasses reflect,mirror,207775
"where are apples , oranges and a banana",bowl,263744
where is the blue flower next to the pear,vase,228376
where does proportion carry grapes and chicken spice,container,166296
where is the stop light,street,525779
where is the small plane while a man looks at it closely,hangar,138891
where is the white refrigerator freezer sitting,kitchen,557227
where did two boxes of fruits oranges and pear keep,shop,434328
where are the purple tulips wilting,vase,155102
where does the woman take a picture of herself,mirror,356868
where are the bed with a bureau and a mirror shown,bedroom,210612
where is the good entree served,bowl,453802
where does the chef stand,kitchen,282889
where is the flower sitting near the sink,vase,348528
where do the person gear trekking through the snow,ski,96653
where is the white toilet,bathroom,167234
where did the woman standing next to a life size bear,store,494680
where is the black and white cat sitting,window,121088
where is the toddler practicing using a toilet,bathroom,175476
where do the three tier chocolate fudge cake,shop,36544
where is the man tightening his tie,mirror,456309
where does the woman use a cell phone to take a picture,mirror,522185
where are two giraffes standing,zoo,26538
where does the light without a fixture shin,bathroom,535917
where are the couple of zebras standing,pin,508612
where is the white toilet sitting,bathroom,20583
where is a figurine by the computer keyboard,office,127007
where is the man laying,bed,395817
"where did the boy skateboard ,",pool,129648
where did cat curl up,bag,480991
where is the broken toilet sitting,bathroom,579437
where are pink and white roses,vase,201299
where is the small dog sitting,oven,87338
where are several pastries being prepared,oven,512892
where are two giraffes eating,zoo,7697
where do large stand alone bathtub with lots of cabinets,bathroom,407911
where did several surfboards pile,backyard,405843
where did the bird drinking water hang outside a window,bottle,33799
where is the young girl reading,bed,169854
"where are the toilet , sink , and tub reflected",mirror,335380
"where is the bird perched on a sill , looking",window,3249
where do the mini fridge sitting,kitchen,63974
where do people browse and relax,store,284144
where is a fire place and two chairs,room,424161
where does an old historic photo show carriages,street,339074
where is an orange and white cat sitting,car,349777
where is the woman ordering food,restaurant,480121
where does shirtless man take a selfie in mirror,bathroom,210189
"where are the shower , toilet and sink highlights",bathroom,478375
where does the bag of chips and some snacks with a door that lead outside,room,370928
where is the cat lying,bowl,451493
where is an orange cat sitting,bag,327328
where are the woman and a child,stadium,519939
where did freshly make sugared donuts,bag,558576
where is someone looking at his computer,room,107176
where is some very cute looking geese,pen,344214
where is an elephant eating some food,pen,493773
where is two giraffe standing side by side,pen,380086
where is a bicyclist,lane,272901
where is a striped curtain,bathroom,251557
where did the deep dish pizza top with several kinds of toppings,pan,419026
where are the bunch of apples,bowl,454258
where is man checking the ceiling,room,388961
where are colorful boxes stacked up,booth,452441
where does the woman sit with her legs elevated,bench,205007
where is the woman blow drying her hair,bathroom,502827
where are the herd of sheep and babies standing,pen,6488
where is the man shaving a white sheep,pen,182275
where is the food almost ready to be eaten,dish,340419
where is boy riding a skate board,building,381509
where does the man smile holding a plate of food and a cup,chair,525533
where are the fresh carrots o the counter,kitchen,64836
where do three women stand and eat pizza,kitchen,520039
where is the woman giving a man a haircut,shop,78400
where are people walking,airport,187253
where is the bed with the sheets hanging to the floor,bedroom,259760
where is the cat sitting,room,315517
"where does the teddy bear sit , holding a greeting card",chair,361778
"where is the room ready for the new mother and baby , decorated with vintage finds",house,503274
"where is a 4-post bed , a dresser and flowery wallpaper",bedroom,228043
where are the bunch of kids eating pizza,restaurant,210845
where does the little boy sit as he watches a laptop screen,chair,463055
where is the large bed,room,369637
where are the group of kids playing video games together,room,229827
where does the dog investigate the shower,bathroom,168500
where do three stuffed animals sit while a hand holds up a hot dog with mustard,box,215523
where do the back of a persons head sitting,cart,294426
where is the toilet sitting,bathroom,227498
where is black refrigerator sitting,cabinet,546114
where does an older man lie,bed,395817
where are men enjoying a freshly made pizza,restaurant,363719
where do the transit train,station,179134
where did the woman with her face paint smiling,mirror,22987
where is the baby boy laying,bed,369167
where is the very nice looking living and dining room,house,89792
where is the boy doing skate board tricks,street,149185
where are two young ladies sleeping,station,155253
where does figurine 's sitting out,street,376266
where is the gray cat sitting,suitcase,548141
where do the fruit and vegetable stand,store,570016
where is the black dog sitting,kitchen,521953
where are the couple of people,boat,469301
where did assortment of foods with sauce serve,bowl,179696
where did the small blue and white plane park,hangar,259113
where is the man preparing something to go,blender,451987
where does the slice of broccoli pizza sit,box,318475
where does the partially-made bed sit,bedroom,107977
"where are giraffes standing , and one is eating grass",building,28976
where is the young man wearing glasses and a dr seuss hat sitting and holding a snowboard,chair,14180
where did assorted fruits display,bowl,331505
where is the boy eating some food,chair,560969
where is no sitting furniture,room,200343
where did the wood grain finish,kitchen,542804
where are two people taking a photograph of themselves,mirror,235624
where is the zebra lying on the ground as others play,road,517294
where do the closed toilet bowl,bathroom,12461
where did numbered papers tap,kitchen,417885
where is the hotdog wrapped up,foil,296159
where does an old white refrigerator sit,kitchen,21320
where are the group of business men being filmed,warehouse,520810
where is the big pink flower,vase,130880
where is the small dog laying,suitcase,202186
where is the cook standing while making a meal,kitchen,123539
where are three zebras walking around or resting,zoo,236406
where does an orange bicycle stand out,photograph,298182
where does the lovely bouquet of carnations and other flowers sit,vase,68445
where is the red fire extinguisher,room,564162
where is the person sitting,bed,278963
where are bananas and lemons placed,bowl,430396
where did the chair with the arms and legs of s stuff animal,room,441258
where do the yellow and green fire hydrant sitting,sidewalk,165766
where does 7 stuffed teddy bear sitting,wagon,527073
where is man moving a refrigerator,building,39434
where is the chef preparing food,kitchen,29104
where are two small couches and a flat-screen television,room,204407
where is the young skateboarder jumping a ramp,pipe,521339
where is the cat laying,sink,84881
"where is man brushing teeth , yet shaving in close view",mirror,570568
where is the woman standing,garage,289276
"where does the small white , orange and red plane rest",airport,476993
where are men taking pictures on with their phones,bar,92206
where are two people taking pictures,mirror,29041
where are the person while people in a closet sticking their arms and hands through an open door,bed,14575
where does the cat sit on the lid of the commode,bathroom,518081
where is dark colored furniture sitting,room,140108
where is the bench sitting,room,578843
where do the pair of scissors and green beads sit,bowl,481120
where is the skateboarder performing a trick,street,569872
where are small airplanes parked,hangar,386532
where does the young child look while brushing teeth,mirror,554346
where did the large gray and blue commercial airplane park,airport,223830
where is the motorcycle being worked on,garage,436856
where is the cat laying,bag,64423
where is the young girl combing her hair,bedroom,86922
where do two men use apple laptop computers,building,153985
where is the dog laying on a chair,room,411208
where do three sinks sit,bathroom,180160
where is the gray cat sitting,suitcase,408116
where does the grey and white puppy sit,car,458328
where does the woman sell vegetables,stall,570016
where is the bus taking a turn,street,476060
"where is the plane sitting ,",stadium,482798
where are bears having a dispute within a zoo enclosure,pool,96185
where does the kitten take a nap,purse,115311
where is the boy and a girl helping a woman bake some cake,kitchen,233642
where do many older people sit,umbrellas,174399
where do the teddy bear sitting,chair,149566
where is the man standing while talking on a cell phone,bar,511160
where is the woman reading her tablet,bed,377850
where is the man looking and taking a peek,oven,497759
where does the horse pull a man down a city street,wagon,202004
where is the fluffy cat laying back,chair,183626
where is the multi colored cat,chair,370638
"where is the cat looking ,",mirror,110989
"where is the common room decorated with a fine vase , painting and chandelier",house,510684
where is the white toilet sitting,bathroom,305887
where are the couple of men standing,kitchen,550746
where does the man sit next to an armoire with a mirror,bedroom,136764
where are two people crowded,bathroom,359180
where is the man standing,room,58105
where is the man laying,bed,127834
where is the red bull dozer truck,street,64953
where are some young boys having fun,street,213034
where does an orange cat curl up,sink,265447
where is a toilet,bathroom,341917
where is the gourmet hot dog,box,329351
where does the woman take a photo of herself,mirror,509054
where are four people sitting in a circle,room,2752
"where is the tub , toilet and sink with a wooden cabinet",bathroom,350597
where does the man adjust something on a mechanical device,vest,361700
where is the woman making something,kitchen,170045
where is a very large bathroom,house,199598
where is the man with a hat eating a pastry,street,392526
"where are the man , woman and two dogs moving along",boat,97613
where are bags of luggage placed,cart,546301
where does the small cat stick its head while someone puts a textual joke on it,bag,202548
where does the man decorate the christmas tree,room,280951
where do the few elphants stand,zoo,507101
"where are two men standing , one has a knife and is in front of a pizza and the other is holding a piece of pizza on his plate",kitchen,381217
where is the light turned on,bedroom,558378
where is the black cat sitting,suitcase,395170
where is the tv sitting,room,544703
where is the couple preparing a large dinner,kitchen,552199
where are two giraffes outside,zoo,127540
where did the pizza cut into eight slices,box,171467
where is the vegetable pizza sitting,box,51178
where is the black and white dog,bathtub,411063
"where are the bed , tv and loveseat",bedroom,165433
where is an extra bed set up,bedroom,62292
"where are two cats , one yellow and the other gray , interacting",bathroom,217045
where is blue and purple eucalyptus transformed,vase,539922
where is the person working,shop,460139
where do two children sit,tent,480376
where did the glass wall shower,bathroom,420237
where is an old man laying,bed,160712
where is the soldier holding a blue bicycle,office,36482
where does the couple holding wine glass,museum,144817
where do two women and a man play,pool,98162
where is the toddler wearing slippers holding a toothbrush,room,478298
where does the british railways train wait,station,404739
where is the man holding his cell phone taking a picture,mirror,14969
where do the pair of women stand,kitchen,517403
where is the blonde cat sitting,window,555811
where are floral drapes and bedspread,room,165410
where is the young boy sitting,sink,18542
where did the walk in glass wall shower,bathroom,361858
where is the cat sitting,suitcase,360896
where are the hot dog and fries served,tray,91411
where is the girl holding a toothbrush,bathroom,414010
where are the couple of women standing,pool,553668
where do three wine imbibing friends pose,bar,279415
where is the bisons ' batter,box,523890
where is four mannequin wearing men wear,photograph,16009
where are two cats playing,sink,412781
where is the young boy brushing his teeth,mirror,538349
where does the young boy sit,chair,516624
where does the cook work on preparing food,kitchen,83149
where is a small white and red plane,garage,327368
where is the tv sitting above a fire place,room,147290
where is the family playing the wii,house,235429
where is the chef preparing a meal,kitchen,550617
where is the boat docked,marina,37123
where do two chefs start their prep work,restaurant,570951
where is the woman wiping a clear lid,kitchen,444794
where is the pizza half loaded with different toppings and ready,box,114505
where is an old tub feature,bathroom,477154
where does the fluffy black cat lay,suitcase,99314
where are the group of kids filmed as they play on ipads,classroom,486644
"where is the giraffe leaning forward ,",pen,492659
"where are four people sitting ,",canoe,456245
where is someone holding up a television,bathroom,316781
where does the young giraffe suckle its mother,zoo,3178
where is the fire truck parked,garage,213366
where do many food items sit,fridge,188352
where is the working man crafting a surfboard,shop,216676
where is the girl laying down,bed,158077
where are four people playing a nintendo wii console,room,204225
where is the double decker bus stop,lane,77383
where are several different colored sheep,pen,434519
where is the black cat shown sitting,plant,127809
where is the blue and silver motorcycle parked,garage,430343
where is the man wearing a suit,garden,107900
where is the man taking a picture of himself,mirror,563455
where are the people doing various things,house,535820
where is the small baseball player,cage,336532
where are giraffes eating and drinking,pen,430065
where are cows chained eating dry grass,barn,232701
where is the big dog,truck,286348
where is the yellow flower displayed,vase,53176
where does the pizza sit,box,88173
where does the person sit on the sidewalk with luggage,backpack,230020
where are two girls sitting,suitcase,372198
where do six men prepare a meal as another man looks in,kitchen,51630
where did pink cover bed and table,bedroom,142051
where is the double decker bus parked,building,455333
where is the big white cat laying,drawer,578020
where is the surfboard being displayed,store,362764
where are the few flowers,vase,443315
where do the breakfast bar and pots and pans rack,kitchen,22256
where does the neatly made bed sit,bedroom,484123
where is the woman riding a horse,room,572341
where is the stuffed bear wearing sunglasses stands,chair,51359
where did a sleep,bed,560153
where did the pink rise sitting,vase,559565
where does the man smile holding a large drink lid,kitchen,116356
where is the large size pizza with a slice missing out of it,box,133672
where is the young baby getting a bath,sink,150017
where did the subway stop,station,438968
where is the cat looking while a dog watches,refrigerator,448530
where is the girl measuring out ingredients to prepare something,kitchen,134772
where do several people gear standing in the snow and in front of trees,ski,85400
where is the classic motorcycle parked,driveway,44240
where is the little girl laying,bed,167057
where are the group of older people,room,447179
where are the group of three giraffes eating,zoo,242695
where is the couple standing,walkway,572689
where are some people riding some bikes,street,21528
where are sereral bottles of asian beverages marked,fridge,309087
where do two children sit,train,537687
where is the woman checking up,oven,451274
where did the women dress up to play tennis,apartment,357583
where is the large black cat lying,chair,458166
where were the zebra babies,pen,126486
where are the women eating her food,restaurant,281557
where is the gray cat sitting,suitcase,465695
where is the man tying a tie,room,554630
where is the pretty lady preparing some food,kitchen,484281
where are adult sheep and babies,pen,468280
where did the large round clock with at least three face mount,building,250261
where are two people playing wii,room,91998
where is the person preparing hotdogs,basket,268072
where is the little boy enjoying a slice of pepperoni pizza,restaurant,40708
where does the bath tub sit,bathroom,199598
where does flowers sit on a table,vase,469860
where are the two dogs playing,pen,114469
where is the man sitting on a couch with a laptop,room,336075
where is the woman squatting,chair,70339
where is the little girl sitting,suitcase,233143
where are two cat standing,box,33177
where did the group of women gather,kitchen,490099
where is the man serving himself pizza,booth,95241
where is the woman holding white controllers sitting down,room,502862
where are some green apples sitting,basket,24877
where do the toilet and sink sit,room,394326
where is the skateboarder performing a trick,building,114703
where does the chef open up an oven,kitchen,189278
where does the woman prepare an elaborate food dish,kitchen,524645
where are the sandwich on the table,cup,293385
where are the men sitting and one is wearing a white hat,boat,110758
where is the woman sitting,chair,512625
where does the full fridge door sit open,kitchen,383652
where is the cat,airplane,177413
where is the baby sitting,tub,476605
where is an arrow pointing,road,285131
where do bright yellow walls add a blast of warm color,room,338558
where are yellow lounge chairs and an umbrella reflected,pool,141224
where is the man repairing a bike,shop,28099
where is the white dog sitting,chair,9904
where are three computer screens and three phones,room,255006
where is the dog pictured,mirror,494190
where do two people sit,chair,280674
where is an open drawer full of tools,room,259712
where is the skateboarder doing a jump is reflected,mirror,223086
where does the woman make a peanut butter sandwich,kitchen,262407
where are the couple of chefs preparing food,kitchen,324953
where is the sun shining,bathroom,420506
where is the white cat sitting,sink,371773
where is the lady slicing apples outdoors,apron,228256
where is the man doing a hand stand while holding a skateboard,road,534687
where does the soldier take a phone call,office,323789
where does the woman take a picture of herself,mirror,408465
where do the child gear sitting in the snow,ski,547672
where is the man laying,bed,522360
where does the cat see its own reflection,mirror,195886
where is the cat laying,chair,339987
where does man 's down a white mountain under a blue sky,ski,196096
where are the few people doing various tasks,office,332836
where do the white teddy bear sitting,chair,256285
where are cats playing on and around a suitcase,room,383885
where is the batch of cookies baking,oven,94884
where is an orange cat sitting,bowl,55630
where is the black cat sitting,bucket,542946
where is the male in a black shirt making food,kitchen,53608
where did the sign post,window,557824
where are the teddy bears lined up,room,577333
where is the person adjusting a tie is posing,room,426088
where is the man playing tennis over the net,ball,460254
where did two dead stuff zebra standing next,museum,179876
where is the black and white cat sitting,sink,567754
where do the couple of airplanes stand docked,airport,299618
where did the set of high heels place,bag,249315
where is a toilet and a bathtub,bathroom,48199
where is the colorful shower curtain seen,bathroom,502808
"where did bus , cars and a motorcyle all stop",street,283170
where is an old painted fire hydrant laying,street,5913
where are two zebras standing,pen,576573
where are the young men waiting,airport,36606
where are two cats seen playing,oven,409489
where are food in containers and hanging,store,480065
where do the refrigerator open,room,104814
where did chopped broccoli and carrots toss,bowl,103804
where is the woman preparing food,kitchen,529376
where did the sandwich and fries line with paper,basket,563659
where is a wide odd tree,zoo,428837
where is the cat sitting,plant,127809
where is the black cat sitting,sink,54918
where is a white toilet,bathroom,502364
where are the image of a toilet and some towels,mirror,536830
where are several people sitting around,room,220372
where is the small child looking,fridge,339051
where did the white sink mount,bathroom,349059
where is an airplane parked,airport,272846
where is the pizza missing two slices,box,161031
"where is the little boy playing , eating and shopping while",cart,508281
where is the small dog riding,carriage,494642
where is the toilet bowl lid open as notices are on the wall behind it,stall,260285
where is the toilet not flushed,restroom,423541
where is the motor bike sitting,street,460143
where did the single pink rise,vase,339007
where is the lady enjoying a beer,marina,463284
where are several animals seen,shop,200133
where is the man stretching his arms up,doorway,246087
where did the toilet with the lid close,bathtub,537037
where do the window display,store,362764
where is the dog laying down,chair,581097
where is the white toilet sitting,shower,396010
where do the variety of doughnuts sit,box,513266
where do laughing business people share a joke,store,271343
where is the small weed sitting,vase,299380
where is the grey and white cat sitting,chair,523571
where is the white dog sitting,chair,448034
where are people lying,road,475120
where do two men sit,room,402042
where do the cat tub not having fun,bath,48993
where do some apples and bananas sit,bowl,101686
where does the couple of motor cycle 's parked,garage,485473
where is woman sitting,kitchen,269493
where does the woman put a pizza,oven,457599
where did small dog transport on motor scooter in city,basket,77806
where is the small white dog curled up,suitcase,385921
where are some bananas and a toy,basket,45173
where is the large flat screen tv sitting,room,506470
where does the man stop to admire a table of baked goods,wheelchair,440310
where are multiple appliances arranged,kitchen,101157
where is the large cat laying and relaxing,window,476530
where is someone creating a banana smoothie,blender,179618
where is the man playing tennis,wheelchair,373936
where does open door reveal a single toilet,room,156739
where is the baby sitting holding out a toothbrush,sink,386295
where is the man playing a wii game,room,463989
where do the bathroom with a large mirror and walk,shower,361638
where are some lemons and oranges and grapes are in a plate,vase,572301
where is the child laying,crib,195062
where are some bagels cooking,oven,129006
where did the dead stuff giraffe,museum,255937
where is the young child brushing his teeth,bathroom,143900
where is kids brushing their teeth happy,restroom,339597
where are bananas and apples,bowl,276781
where are some zoo animals walking around,cage,74069
where is older style toilet,bathroom,129894
where is the cat sitting,sink,371773
where is the small pizza cooking,oven,458228
where is two trains that full of people,station,446199
where are two vehicles parked,warehouse,217769
where is an umbrella sitting,tub,400487
where is the man posing,airport,207276
where does an old man put wood,container,579258
where is the person holding a hotdog,tray,339639
where did two people paint red,bathroom,528583
where does the baseball player stand ready,box,40055
where is the chef preparing food,kitchen,440496
where is no sink or bathtub,bathroom,441358
where do two men talk while a woman watches from the doorway,kitchen,128647
where does 's several oranges the color of copper,bowl,336621
where is the man stirring a pot,kitchen,143789
where are the box of doughnuts decorated,box,75362
where is the person taking a picture of her dog,car,14757
where do the man and a toddler carry luggage,airport,311254
where is the small dog sleeping,chair,253388
where do various colors of broccoli pieces sit,bowl,517586
where is the japanese man preparing food,restaurant,577052
where did neatly make bed,room,553981
where did the cat figurine set,bathroom,78221
where are people preparing food,kitchen,556617
where did the sandwich wrap,foil,512554
where is the small baby lying,suitcase,151783
where is the person riding his skateboard,street,135270
where is the man adjusting his tie,mirror,296455
where are some wood cabinets,kitchen,547644
where are the motorcycle and car parked,garage,63828
where is teddy bear looking down a hole,floor,566174
where does the woman take a photo of herself,bathroom,98298
where is the woman using the blender,kitchen,575060
where is the light shining,window,325073
where is the cat reaching,sink,22041
where is a stainless steel refrigerator,kitchen,265331
where are many snowboards together,building,533784
where did the city bus stop,crosswalk,151499
where is the bowl of fruit stacked,bowl,339862
where are the couple of people sitting,room,340412
where did the half a sandwich and some grapes line with paper,basket,536535
where does the man drive people,carriage,359825
where does the television play,room,21353
where is the guy in a striped shirt,bed,343608
where is the woman making fresh donuts,kitchen,105531
where is the person reflecting themselves over and over,mirror,133912
where does the single pink flower sit,vase,427613
where is the half-eaten banana sitting,cup,129067
where are white flowers sitting,vase,168060
where does the stop sign sit,cart,120032
where is the person preparing food,kitchen,303076
where are two guys skate boarding while either people standing around talking or sitting down on bleachers,building,308878
where did two bicycles and a moped park,rack,356496
where is the cat sitting while a little child sleeps,crib,91465
where is the woman taking a picture of herself,mirror,268510
where did the television mount,kitchen,429892
where did the couple of tables top,house,406646
where does the light brown cow lay curled while people are near cars in the background,street,372163
where is the man admiring the flowers,garden,232886
where is the giraffe sitting down,pin,439288
where does the man stand in front of a small airplane,vest,268798
where is the person riding a motorcycle,street,324228
where is the small stuffed dog,box,91397
where is the person laying,bed,570801
where is the hand holding a cellphone and taking a picture,mirror,255804
where does the fresh carnation sit alongside a computer,vase,287841
where did the table top with vegetables and fruits,store,130362
where is baby lying on pink covered bedding,vehicle,178504
where does the police officer look towards his colleague,vest,376817
where is the parakeet looking,mirror,11495
where are two men playing video games,room,544850
where are the ruler and scissors,holder,78359
where are two young boys eating pizza,kitchen,175480
where are three women making some food,kitchen,571653
where is the bouquet of flowers arranged,vase,490471
where is the man holding a skateboard is standing,doorway,511802
where are an old pick up truck and another piece of farm equipment stored,garage,43609
where did the close-up of a rise,vase,32704
where are the couple of light hanging,street,437525
where does the large black cat rest,bed,425470
where is the fat cat sitting,sink,55468
where did an peeling oven door open,kitchen,581038
where does the cow lie,street,552093
where does the woman turn to look at the camera,kitchen,342702
where did an orange and grey train park,station,361601
where is the man sitting and using his laptop,car,389577
where is the large amount of personal luggage,terminal,22240
where is the stop sign reflected,mirror,285019
where are the sink and mirror,bathroom,553984
where is the black and white cat laying,suitcase,481465
where are an orange and an apple sitting,bowl,253890
where is no image appearing,box,147092
where is the flower next to a parking meter,vase,459879
where is the white sink sitting,bathroom,435452
where does the young man work with audio equipment under a tent,wheelchair,53939
where is the red trolly,station,542338
where do several chocolate cupcakes sit,pan,235652
where did the small open refrigerator mount,kitchen,432956
where are the couple of giraffes standing,pin,576902
where is the man and woman with the toilet spraying water,restroom,197243
where are the couple of beds,room,45131
where do the toilet with a foot stand sitting over it,bathroom,511739
where did the smiling and well dress man,room,530901
where are the group of children sleeping,bed,366373
where is the girl decorating the cake,kitchen,461908
"where did the residential kitchen stave , sitting",kitchen,256400
where do the dog with its mouth open sitting,kitchen,521953
where did two make up double beds,room,563656
where is girl taking a picture of herself,mirror,537335
where is the cat looking,mirror,195886
where is some tin foil raping,oven,374890
where did the bicycle with backpack park,room,88123
where is the gray and white cat,chair,183957
where is a white toilet and a glass shower,bathroom,84603
where are yellow trains with people on them,station,572840
where are the couple of sheep standing,pin,578519
where is the child checking the pizza dough,apron,363146
"where do some men prepare food , while others wait",kitchen,331676
where is person taking selfie of themselves,bathroom,13921
where is the man sitting while a cat is stretched out on the back,chair,348290
where is the person laying down,bedroom,376405
where does mother and baby zebra 's eating,cage,291348
where did the chili dog with potato chips serve,basket,15185
where are the man and a woman seen,mirror,481874
where are the group of guys standing,boat,226460
where is the cat laying,bed,34415
where are these giraffes eating,pen,222113
where are white cabinets and a sink,room,270388
where is the refrigerator door opened to let light shine,kitchen,476111
where is only one tooth brush,cup,46852
where is the person holding a hot dog wrapped,foil,478080
where do the stuffed bear with a baby sit,chair,239793
where does the dog look out as a cat sits close by on a suitcase,cage,574000
where is the walk with a towel hanging over it 's side,shower,212082
where is the blue public transportation vehicle with yellow detail and a design,street,300738
where does the broken black umbrella sit crumpled,street,483620
where is the man preparing lots of food,kitchen,82729
where do the bare memory foam mattress and pillows sit,room,434394
where are two students posing for a photo with their teacher,classroom,276735
where is the computer desk in front of a window,office,116570
"where are the toilet , bucket , and paper",room,202960
where does the parrot while a man drive the car,car,512411
where are the bunch of pizzas wrapped up,box,532766
where is the woman laying down,bed,45425
where is the cloudy day with an airplane getting ready,airport,145978
where are violet flowers on a table,vase,78320
where is the person with some cats laying to the side,bed,365013
where did the cat curl up,bed,278776
where is the woman laying,bed,57810
where are two young people working on laptop computers,room,508504
where are flowers sitting,vase,406295
where is girl holding a wii mote,house,333157
where is the man preparing a pizza,kitchen,521218
where do the luggage go round,terminal,256877
where does the woman fumble with a pizza cardboard,kitchen,255849
where does the woman stand,kitchen,450478
where did the well light clock,building,479234
where is the man sitting,truck,565546
where is the man laying,bed,367977
where do two cats sit,sink,386414
